type;id;currency_salary;salary_from;salary_to
b2b;danish-crown-gbs-senior-python-developer;pln;20000;25000
permanent;alior-bank-sa-ekspert-ds-analiz-danych-i-bi;;;
b2b;danish-crown-gbs-python-developer;pln;15000;20000
b2b;smart-developer-experience-engineer-warszawa;;;
b2b;xenoss-devops-engineer;;;
mandate_contract;samsung-r-d-institute-poland-internship-b2b-technical-support-intern;;;
b2b;comtegra-inzynier-systemowy-o-specjalizacji-sieci;pln;15000;18000
permanent;comtegra-inzynier-systemowy-o-specjalizacji-sieci;pln;12000;17000
permanent;datafeedwatch-regular-data-engineer;pln;10000;15000
b2b;datafeedwatch-regular-data-engineer;pln;10000;15000
permanent;schaeffler-global-services-senior-data-engineer-wroclaw;;;
b2b;bitcashier-remote-senior-backend-engineer-scala;eur;5800;6800
b2b;dealavo-mid-python-backend-developer-warszawa;pln;15000;18000
b2b;l2beat-senior-lead-software-engineer;usd;6500;8500
b2b;xenoss-senior-data-engineer-big-data;;;
b2b;emagine-polska-senior-net-developer-434f9d27-eb59-4ceb-bd40-f31bdfbf586e;pln;26880;31920
b2b;emagine-polska-java-developer-danish-speaking;pln;26880;33600
permanent;ryanair-labs-devops-engineer-aws;;;
b2b;ryanair-labs-devops-engineer-aws;;;
b2b;ryanair-labs-senior-data-engineer;;;
permanent;ryanair-labs-senior-data-engineer;;;
permanent;ryanair-labs-third-party-risk-management-analyst;;;
permanent;dsv-iss-backend-cms-developer;;;
permanent;ppg-it-manager-wroclaw;;;
permanent;dsv-iss-cms-lead-developer;;;
permanent;dsv-iss-web-test-specialist;;;
b2b;smartpatient-data-engineer-b568b915-e7b5-4257-80f9-274dc3523ddc;pln;16800;21000
permanent;dsv-iss-it-cms-web-support-specialist;;;
permanent;ppg-it-analyst-etq-reliance-system-wroclaw;;;
permanent;snowflake-senior-software-engineer-golang;pln;30000;60000
permanent;pko-bank-polski-analityk-systemow-bankowosci;;;
permanent;digiteum-senior-manual-qa;;;
b2b;digiteum-senior-manual-qa;;;
permanent;kion-business-services-polska-powerbi-solution-expert;;;
permanent;k-group-web-designer;;;
b2b;smart-ruby-software-engineer-talent-pool;pln;16000;24000
b2b;smart-senior-ruby-software-engineer-689308a0-a7e9-4b8e-9d2f-3515766b8281;pln;24000;30000
b2b;avenga-qa-engineer-warszawa;pln;20160;23520
permanent;avenga-qa-engineer-warszawa;pln;16500;18500
permanent;orsted-head-of-security-competence-centre;;;
permanent;keller-polska-it-service-desk-technician-with-english;;;
b2b;jit-team-it-analyst-warszawa;pln;18000;22000
b2b;volue-sp-z-o-o-devops-engineer-48f188ad-1f24-40cc-baee-1d6b3764d4fb;pln;10000;20000
permanent;schaeffler-global-services-sap-consultant-fico-s-4hana;;;
b2b;hr-bank-headhunting-agency-analityk-it-18b552ce-4ada-457a-a54b-31c8a49a0ca5;pln;18480;23500
permanent;keller-polska-it-service-desk-technician-with-english-grodzisk-mazowiecki;;;
b2b;n-ix-senior-mendix-developer-krakow;usd;5500;6500
b2b;jit-team-project-manager;pln;20000;28000
b2b;sky-gate-react-developer;;;
b2b;aspire-global-front-end-developer;;;
b2b;sky-gate-data-engineer-snowflake;pln;13000;23000
b2b;sky-gate-wordpress-developer-gliwice;pln;5000;8500
b2b;sky-gate-machine-learning-developer;pln;13000;24000
b2b;sky-gate-scrum-master;pln;16000;25000
b2b;smart-senior-react-engineer-2cc151ce-fd8d-46e8-89ed-09964f2e597c;pln;24000;30000
permanent;john-deere-polska-sp-z-o-o-technical-support-specialist;;;
permanent;john-deere-polska-sp-z-o-o-content-quality-analyst;;;
permanent;arche-consulting-senior-data-scientist-qlik-sql-python;pln;12000;18000
b2b;egnyte-poland-sr-python-engineer;;;
permanent;interkadra-spec-ds-rozwoju-systemow-testowych;;;
b2b;smart-senior-site-reliability-engineer;pln;20000;26000
b2b;smart-site-reliability-engineer-krakow;pln;12000;20000
b2b;insys-video-technologies-co-sp-z-o-o-pre-sales-it-engineer;pln;10000;15000
b2b;dm-drogerie-markt-sp-z-o-o-konsultant-sap-z-j-niemieckim-fi-co;pln;16000;21998
b2b;gibbs-hybrid-poland-java-developer;pln;30000;38000
b2b;grupa-komputronik-admin-infrastruktury-sieciowo-serwerowej;;;
permanent;softswiss-application-security-engineer-krakow;eur;4300;6400
b2b;valtech-senior-web-and-digital-data-analyst;eur;3000;4500
b2b;informed-sources-specjalista-ds-aktualizacji-danych;;;
permanent;circle-k-business-centre-software-development-manager-emobility;;;
b2b;budget-studio-react-frontend-developer;pln;11000;17000
b2b;cyclad-sacm-consultant;;;
permanent;kingfisher-plc-remote-java-backend-developer;pln;15000;21000
b2b;itlt-ms-dynamics-365-developer;pln;26000;33000
b2b;cyclad-it-application-administrator-warszawa;pln;16000;16000
b2b;avenga-itp-pmo-specialist-warszawa;;;
b2b;nussknacker-mid-scala-developer-warszawa;pln;11424;17136
b2b;nussknacker-java-kotlin-scala-developer;pln;18127;25000
b2b;leovegas-senior-java-developer-payments-warszawa;pln;27000;32000
b2b;nussknacker-mid-java-developer-warszawa;pln;11424;17136
b2b;alter-solutions-polska-kubernetes-admin;pln;20000;25000
b2b;natek-pmo-with-german-junior-mid;pln;14500;16500
permanent;natek-pmo-with-german-junior-mid;pln;10000;12000
b2b;devapo-data-engineer-adbb11d0-a7ad-4cee-81d7-1132147e4b07;pln;18000;26000
permanent;credit-agricole-bank-polska-s-a-mlodszy-architekt-lcdt;;;
b2b;optiveum-senior-python-developer;eur;5500;7000
permanent;bnp-paribas-sa-oddzial-w-polsce-fullstack-developer-digital-platform-warszawa;;;
b2b;nussknacker-scala-software-developer;pln;18127;25000
b2b;grid-dynamics-poland-senior-devops-engineer;pln;23000;31000
permanent;bayer-sp-z-o-o-emea-data-steward-lead;pln;29000;40000
permanent;e-point-sa-junior-magento-developer;;;
b2b;e-point-sa-junior-magento-developer;;;
permanent;wipro-project-coordinator;;;
b2b;aura-senior-backend-engineer;;;
permanent;ryanair-labs-senior-net-developer;;;
b2b;ryanair-labs-senior-net-developer;;;
permanent;vodeno-senior-qa-automation-engineer;;;
b2b;vodeno-senior-qa-automation-engineer;;;
permanent;imperial-brands-network-service-owner;;;
b2b;econsulting-sp-z-o-o-net-fullstack-developer-czesc-etatu;pln;22000;25000
b2b;smart-senior-infrastructure-engineer;pln;20000;26000
b2b;jellytech-sp-z-o-o-cloud-engineer-azure;pln;10000;11800
b2b;jellytech-sp-z-o-o-compute-engineer;pln;21000;28600
b2b;jellytech-sp-z-o-o-senior-data-manager;pln;15000;18500
b2b;jellytech-sp-z-o-o-php-developer;pln;12000;18000
b2b;harvey-nash-technology-enterprise-architect;pln;28000;37000
permanent;harvey-nash-technology-enterprise-architect;pln;24000;31000
permanent;cornerstone-ondemand-advanced-technical-support-engineer-krakow;pln;8000;10500
b2b;bold-pl-frontend-developer;pln;13200;15600
permanent;bold-pl-frontend-developer;pln;11000;13000
b2b;skillspark-msdynamics365-business-central-developer;pln;28560;33600
b2b;graylight-imaging-senior-software-developer;pln;11400;18500
permanent;wunderman-thompson-technology-junior-net-engineer-sitecore-academy;pln;7000;8000
mandate_contract;wunderman-thompson-technology-junior-net-engineer-sitecore-academy;pln;4800;5600
b2b;reply-polska-sp-z-o-o-test-automation-engineer;pln;12000;22000
permanent;reply-polska-sp-z-o-o-test-automation-engineer;pln;9000;16000
b2b;graylight-imaging-senior-software-engineer;pln;15600;25200
permanent;graylight-imaging-senior-software-engineer;pln;11400;18500
permanent;graylight-imaging-senior-ml-engineer;pln;12300;19900
mandate_contract;workbuzz-quality-assurance-engineer;pln;11500;15500
b2b;untitled-kingdom-senior-fullstack-javascript-developer;pln;16850;24000
b2b;bayt-sp-z-o-o-sp-k-ux-ui-designer;pln;6000;12000
b2b;avenga-senior-full-stack-engineer-warszawa;pln;28560;31920
permanent;avenga-senior-full-stack-engineer-warszawa;pln;22000;24000
b2b;fabrity-sp-z-o-o-frontend-developer-react-warszawa;;;
b2b;rmedison-sp-z-o-o-tester-z-j-niemieckim;pln;20160;23520
b2b;rmedison-sp-z-o-o-senior-frontend-developer;pln;20160;26880
b2b;rmedison-sp-z-o-o-senior-fullstack-developer;pln;20160;26880
b2b;rmedison-sp-z-o-o-java-developer-z-j-niemieckim;pln;20160;23520
permanent;e-on-polska-it-support-architekt-cyberbezpieczenstwa-warszawa;;;
permanent;e-on-polska-it-support-consultant-programista-sas;;;
b2b;e-on-polska-it-support-consultant-programista-sas;;;
permanent;e-on-polska-it-support-data-specialist;;;
b2b;unity-group-qa-engineer-02110770-2a6f-41b8-84be-796795ab1634;pln;13400;19300
permanent;unity-group-qa-engineer-02110770-2a6f-41b8-84be-796795ab1634;pln;9900;14200
b2b;tidio-php-developer-wroclaw;pln;12000;19000
permanent;tidio-php-developer-wroclaw;pln;10000;15800
b2b;awesomic-senior-full-stack-developer;usd;4000;6000
permanent;wyzsza-szkola-ksztalcenia-zawodowego-specjalista-ai-ai-specialist;;;
b2b;wyzsza-szkola-ksztalcenia-zawodowego-specjalista-ai-ai-specialist;;;
b2b;pragmile-net-developer;pln;23500;28500
permanent;pragmile-net-developer;pln;17500;22000
b2b;fujitsu-technology-solutions-sp-z-o-o-sap-sd-consultant-with-german;pln;16000;31600
permanent;fujitsu-technology-solutions-sp-z-o-o-sap-sd-consultant-with-german;pln;18000;25000
b2b;reply-polska-sp-z-o-o-automation-tester-with-german-language;pln;12000;22000
permanent;reply-polska-sp-z-o-o-automation-tester-with-german-language;pln;9000;16000
b2b;kitopi-the-unicorn-foodtech-startup-java-backend-engineer-robotics-team;pln;14500;21000
permanent;kitopi-the-unicorn-foodtech-startup-java-backend-engineer-robotics-team;pln;12000;17500
permanent;hitachi-energy-iaas-architecture-team-lead;;;
b2b;sts-product-owner_mid;pln;12000;18000
b2b;fortis-agencja-reklamowa-full-stack-developer-vue-laravel-warszawa;pln;8000;14000
permanent;samsung-r-d-institute-poland-dram-engineer-with-c-automotive;;;
permanent;nordea-senior-it-developer-gdansk;;;
b2b;reply-polska-sp-z-o-o-apache-spark-data-engineer;pln;12000;22000
permanent;reply-polska-sp-z-o-o-apache-spark-data-engineer;pln;9000;16000
b2b;proalpha-group-starszy-konsultant-ds-systemow-erpm-f-d;pln;10000;15000
permanent;proalpha-group-starszy-konsultant-ds-systemow-erpm-f-d;pln;10000;15000
b2b;reply-polska-sp-z-o-o-sap-software-engineer-developer;pln;22000;28000
permanent;reply-polska-sp-z-o-o-sap-software-engineer-developer;pln;16000;22000
permanent;vention-middle-devops-engineer-azure-wroclaw;pln;9000;16000
b2b;conscensia-senior-angular-developer;pln;27000;32000
permanent;allegro-data-engineer-delivery-experience;pln;12300;17600
b2b;reply-polska-sp-z-o-o-sap-commerce-developer;pln;22000;28000
permanent;reply-polska-sp-z-o-o-sap-commerce-developer;pln;16000;22000
b2b;avenga-qa-engineer-12dd62fe-ce8a-40c8-afb2-2190b622421a;pln;20160;23520
permanent;avenga-qa-engineer-12dd62fe-ce8a-40c8-afb2-2190b622421a;pln;16500;18500
b2b;n-ix-senior-technical-writer;usd;3000;3500
b2b;avenga-itp-pmo-specialist;;;
b2b;research-com-tester-manualny-warszawa;pln;10000;13500
permanent;volkswagen-financial-services-it-team-leader-sales-crm-warszawa;;;
permanent;samsung-r-d-institute-poland-junior-mobile-telecommunication-engineer;;;
b2b;oxla-mid-test-automation-engineer;eur;2000;4000
permanent;arla-senior-architect-gdansk-50182dd8-8970-41f6-8139-e4d5cf3fe5f0;;;
b2b;avenga-qa-engineer-7d776147-d197-44f8-a28f-eb81e0a1d2a3;pln;20160;23520
permanent;avenga-qa-engineer-7d776147-d197-44f8-a28f-eb81e0a1d2a3;pln;16500;18500
permanent;bnp-paribas-sa-oddzial-w-polsce-junior-software-engineer;;;
permanent;ciech-inzynier-systemow-it;;;
permanent;vention-senior-devops-engineer-azure-wroclaw;pln;18000;24000
permanent;bnp-paribas-sa-oddzial-w-polsce-fullstack-developer-digital-platform;;;
permanent;mindpal-rpa-developer-project-manager-intern;;;
permanent;samsung-r-d-institute-poland-junior-software-tester-with-python;;;
b2b;grid-dynamics-poland-senior-java-developer;pln;22000;29700
permanent;six-java-tech-lead;;;
b2b;reply-polska-sp-z-o-o-java-developer-automotive;pln;14000;28000
permanent;reply-polska-sp-z-o-o-java-developer-automotive;pln;12000;22000
b2b;t-mobile-polska-s-a-java-developer-tribe-billing-77850501-ab38-4aeb-bb9b-f896c296eed0;;;
b2b;avenga-qa-engineer-754ddd07-1197-4625-9013-43585b88d84b;pln;20160;23520
permanent;avenga-qa-engineer-754ddd07-1197-4625-9013-43585b88d84b;pln;16500;18500
b2b;avenga-fullstack-developer-848e79d5-d784-4b47-b339-feb4a41c87fd;pln;25200;28560
b2b;avenga-senior-full-stack-engineer-881c73af-00b9-49d9-a206-24e66d05abbe;pln;28560;31920
permanent;avenga-senior-full-stack-engineer-881c73af-00b9-49d9-a206-24e66d05abbe;pln;22000;24000
permanent;bnp-paribas-sa-oddzial-w-polsce-full-stack-java-developer-5ab82da8-0c56-40a0-bfdd-fa9b7d42b3f3;;;
b2b;fortis-agencja-reklamowa-full-stack-developer-vue-laravel-a090c7b9-e1be-4a08-9569-c7ae25358df3;pln;8000;14000
permanent;canal-polska-s-a-administrator-sieci-komputerowej-120ec73c-f5fb-4a2b-a7bc-c4bfd463b0e3;;;
b2b;rmedison-sp-z-o-o-analityk;pln;20160;23520
permanent;centralny-osrodek-informatyki-starszy-specjalista-ds-serwerow;pln;11500;16000
b2b;hays-poland-senior-react-developer;pln;21840;26880
b2b;concentrix-bi-developer;pln;15000;22500
permanent;infopulse-solution-advisor-for-telco-industry;;;
b2b;infopulse-solution-advisor-for-telco-industry;;;
b2b;sky-gate-angular-net-developer;pln;13000;25000
b2b;sky-gate-ruby-on-rails-developer;pln;14000;23000
permanent;embedded-systems-solutions-junior-embedded-systems-engineer;pln;3000;6000
b2b;embedded-systems-solutions-junior-embedded-systems-engineer;pln;3000;6000
b2b;sky-gate-vue-js-developer-nuxt-storefront-2;pln;13000;23000
b2b;itti-gui-c-qt-developer-sektor-kosmiczny;pln;10000;18000
b2b;severalnines-scrum-master-agile-coach;;;
b2b;futurecollars-mentor-trener-kursu-data-science-warszawa;pln;2600;5200
b2b;ramp-network-senior-quality-assurance-engineer-warszawa;pln;21000;31000
permanent;centralny-osrodek-informatyki-starszy-specjalista-ds-serwerow-74e6ddcb-0418-463c-ab8a-78951f8660ba;pln;11500;16000
permanent;infopulse-solution-advisor-agricultural-industry;;;
b2b;infopulse-solution-advisor-agricultural-industry;;;
permanent;centralny-osrodek-informatyki-starszy-specjalista-ds-serwerow-warszawa;pln;11500;16000
b2b;fabrity-sp-z-o-o-test-specialist-a97399eb-dbc9-450d-bf9a-053ac9e8ac79;;;
b2b;rits-professional-services-project-manager-sap-hr;pln;27200;32000
permanent;polkomtel-sp-z-o-o-adimnistrator-systemow-remedy-helix;;;
b2b;smart-infrastructure-engineer;pln;12000;20000
permanent;dax-cosmetics-programista-net-duchnow;;;
b2b;s-p-global-software-engineer-net-ci;pln;15400;20100
permanent;s-p-global-software-engineer-net-ci;pln;13000;17000
permanent;samsung-r-d-institute-poland-android-engineer;;;
permanent;hsbc-service-delivery-senior-citrix-engineer-9b228b04-e6b7-4275-9929-d01fa4d8aaf6;;;
permanent;friday-technology-business-analyst-all-genders;pln;14000;18000
permanent;r-systems-1st-line-support-engineer-with-english;;;
b2b;webmakers-fullstack-developer-symfony-react-opole;pln;15000;20000
b2b;clearcourse-dev-software-tester-qa;;;
permanent;allegro-product-analyst-f644e780-71d1-49a5-9f3c-fd2ae4fc1980;;;
permanent;t-mobile-polska-s-a-devops-engineer-2f17eded-5ab3-49b7-9e23-1e1cad14066f;;;
permanent;cpl-poland-software-qa-manager;pln;24000;30000
permanent;kubo-software-engineer-c-0b75dcf9-2cbb-4608-a194-2ad61787a591;;;
b2b;cottonbee-ruby-on-rails-developer-89b18292-3abf-4cae-9044-0c652eddbb37;pln;14400;20800
b2b;daytrip-full-stack-engineer-react-react-native-wroclaw;eur;7000;10000
permanent;hsbc-service-delivery-batch-operator;pln;11500;12500
permanent;beekeeper-customer-success-engineer;pln;10800;15000
b2b;sts-ux-writer;pln;10000;12000
permanent;soonly-finance-junior-qa-engineer;pln;8000;12000
permanent;credit-agricole-bank-polska-s-a-support-product-manager;;;
permanent;essilor-optical-mes-engineer;;;
permanent;arche-consulting-it-specialist-tychy;;;
b2b;gamerhash-project-manager-poznan;;;
permanent;six-business-acceptance-testing;;;
permanent;bmp-consulting-sp-z-o-o-konsultant-ds-systemow-erp;;;
b2b;bmp-consulting-sp-z-o-o-konsultant-ds-systemow-erp;;;
permanent;aebi-schmidt-sp-z-o-o-senior-software-engineer-c-qt;;;
permanent;n-ix-node-js-backend-developer;pln;13500;14400
b2b;n-ix-node-js-backend-developer;pln;4000;4300
permanent;b-braun-endpoint-security-specialist;pln;13000;16000
b2b;emagine-polska-it-automation-tester;pln;17650;21730
b2b;fortis-agencja-reklamowa-full-stack-developer-vue-laravel;pln;8000;14000
permanent;flyr-senior-ui-ux-designer-krakow;;;
permanent;flyr-solutions-architect;;;
permanent;allegro-data-scientist-delivery-experience;;;
permanent;b-braun-cloud-engineer;pln;10000;14000
permanent;dell-technologies-graduate-technical-sales-specialist;;;
b2b;clearcourse-dev-senior-net-developer-with-blazor;;;
b2b;emagine-polska-sas-developer;;;
permanent;six-java-software-engineer-5805b1df-4f7f-40b2-bcfb-2bb65c5a8b50;;;
b2b;clearcourse-dev-kanban-delivery-manager-scrum-master;;;
permanent;orsted-senior-sap-pi-po-integration-consultant;;;
b2b;generali-poland-sr-fullstack-dev-warszawa;;;
b2b;schenker-technology-center-unified-communications-engineer;;;
permanent;schenker-technology-center-unified-communications-engineer;;;
permanent;payback-machine-learning-engineer-warszawa;;;
b2b;makeitright-analityk-biznesowo-systemowy-edfe7700-76a1-4f87-b082-04aa88d3cbd3;pln;19000;22000
permanent;zoovu-support-analyst;;;
b2b;cloudferro-sp-z-o-o-technical-product-owner-warszawa;pln;18000;24000
permanent;cloudferro-sp-z-o-o-technical-product-owner-warszawa;pln;18000;24000
b2b;cyclad-fullstack-developer;pln;22000;28000
b2b;boldare-node-js-developer-d744003a-d278-47ad-9008-219dd6cd0c7e;pln;11200;18000
permanent;boldare-node-js-developer-d744003a-d278-47ad-9008-219dd6cd0c7e;pln;8400;13400
permanent;cognizant-technology-solutions-python-developer-87c65a0a-5fc4-4990-b156-17e8d45e43e4;pln;15000;18500
b2b;itds-mid-devops-engineer-python-aws;pln;13000;18000
permanent;klient-just-join-it-python-architect;pln;24000;24000
permanent;pwc-polska-power-platform-consultant;;;
b2b;pwc-polska-power-platform-consultant;;;
b2b;bold-pl-manager-design;pln;22000;24000
permanent;bold-pl-manager-design;pln;18000;20000
permanent;polcom-architekt-systemowy-r-d-afb8201f-d273-4e7f-b7f3-0e5b103cae4d;;;
b2b;natek-tester-manualny;pln;12800;17100
permanent;natek-tester-manualny;pln;10550;14150
b2b;simply-talented-senior-rust-software-developer;eur;7000;8000
b2b;baselinker-aws-devops-engineer-wroclaw;pln;17000;22000
permanent;allegro-business-applications-administrator-441f400e-9fa3-40c1-a659-57831ed5408a;;;
permanent;payback-machine-learning-engineer;;;
b2b;cyclad-soc-analyst-with-english-or-french;pln;20000;22520
permanent;arche-consulting-java-technical-lead;pln;25000;32000
permanent;cdex-senior-c-developer-d6c03f83-a3ea-4b93-9a7a-fc117188bc9e;pln;23000;29000
b2b;sea-agile-coach;pln;16000;22000
b2b;fabrity-sp-z-o-o-snowflake-developer-analyst;pln;15000;26000
b2b;7n-senior-osb-developer;pln;28560;32760
b2b;connectis-senior-java-developer-91c1e1db-c0f9-4348-8945-16c30a32488e;pln;27000;31000
b2b;mobica-embedded-engr-electric-vehicles-chargers;;;
permanent;pko-bank-polski-inzynier-it-warszawa;;;
b2b;britenet-dwh-developer-sektor-logistyczny;pln;16800;20000
permanent;infopulse-telco-practice-leader;;;
b2b;infopulse-telco-practice-leader;;;
b2b;n-ix-data-solutions-architect;pln;33680;39630
b2b;n-ix-ai-ml-solutions-architect;usd;8500;10000
permanent;pko-bank-polski-inzynier-devops-a5b4f93f-d22e-4a28-a2bf-c2488fc187dc;;;
b2b;spyrosoft-support-specialist-with-german;pln;7200;12800
permanent;spyrosoft-support-specialist-with-german;pln;6000;10000
b2b;wipro-senior-java-developer;;;
permanent;autodesk-senior-product-owner;;;
mandate_contract;nask-ekspert-ka-ds-oceny-wnioskow;;;
b2b;u-full-stack-developer;eur;4500;5500
permanent;onlybio-mid-prestashop-developer;;;
permanent;onlybio-mid-prestashop-developer-warszawa;;;
b2b;teamtailor-integration-developer;eur;3000;4000
permanent;onlybio-junior-prestashop-developer-warszawa;;;
permanent;onlybio-junior-prestashop-developer;;;
b2b;britenet-tester-automation-coordinator;pln;22000;25000
permanent;guidevision-polska-senior-servicenow-consultant-warszawa;;;
b2b;volt-senior-php-software-engineer;pln;19500;24000
permanent;volt-senior-php-software-engineer;pln;16800;20640
b2b;volt-php-software-engineer;pln;13000;19000
permanent;volt-php-software-engineer;pln;11200;16300
permanent;endava-gcp-security-architect-bydgoszcz;pln;23000;35000
permanent;woodward-embedded-linux-software-engineer;pln;8000;12500
permanent;woodward-senior-embedded-software-engineer;pln;10000;17500
b2b;stepwise-sre-engineer-warszawa;pln;25000;30000
permanent;woodward-embedded-software-engineer;pln;9000;13000
permanent;arche-consulting-system-architect-with-java;pln;25000;32000
b2b;t-mobile-polska-s-a-business-analyst-customer-experience;;;
permanent;t-mobile-polska-s-a-business-analyst-customer-experience;;;
b2b;t-mobile-polska-s-a-sr-product-manager-squad-connectivity;;;
permanent;t-mobile-polska-s-a-sr-product-manager-squad-connectivity;;;
b2b;optiveum-qa-test-lead-senior-qa-ror-warszawa;pln;23000;27000
b2b;stepwise-multi-disciplinary-kotlin-engineer;pln;25000;30000
b2b;n-ix-senior-application-security-engineer;usd;6000;7000
permanent;aotmit-analityk-danych-w-wydziale-it;pln;5000;10000
permanent;jubiler-schubert-specjalista-ecommerce-ds-systemu-magento;pln;7000;13000
permanent;lazienkaplus-pl-web-analyst;;;
b2b;lazienkaplus-pl-web-analyst;;;
b2b;smartbear-devops-engineer-1599550e-1bd3-4950-9149-9a2c339c3017;pln;17000;21000
permanent;smartbear-devops-engineer-1599550e-1bd3-4950-9149-9a2c339c3017;pln;14000;17000
permanent;andersen-business-analyst;eur;4100;4350
b2b;codibly-pre-sales-solution-architect;pln;26880;36960
b2b;webnomads-webflow-developer-superhero;pln;5500;7500
permanent;axxonsoft-polska-wdrozeniowiec;pln;4000;7000
permanent;netzsch-instrumenty-back-end-software-developer-azure-net;;;
permanent;netzsch-instrumenty-frontend-software-developer-net-m-f-d;;;
b2b;itds-data-engineer-7e241fb0-4279-47eb-8044-2da6576de3b6;pln;17000;25000
b2b;in4ge-sp-z-o-o-senior-mobile-developer-ios;;;
b2b;kubo-firmware-test-automation-engineer;pln;23000;26000
permanent;kubo-firmware-test-automation-engineer;pln;14000;20000
b2b;square-one-salesforce-architect;pln;26000;34000
permanent;velobank-s-a-administrator-sieci-it;;;
b2b;serpapi-llc-senior-ui-ux-designer;usd;4000;6000
permanent;arche-consulting-senior-unity-dev-ios-android;pln;13000;20000
b2b;time4ecommerce-php-developer-shopify-api-ed0b7623-80cb-4577-b2f0-5d5f3feef319;pln;8000;14000
b2b;experis-manpower-group-sre-security-platform-engineer;pln;40320;48720
b2b;ciklum-junior-project-manager;eur;2098;2621
b2b;robotec-ai-machine-learning-engineer;pln;12000;18000
b2b;experis-manpower-group-it-product-owner-remote;pln;16000;20000
permanent;experis-manpower-group-it-product-owner-remote;pln;16000;20000
b2b;hays-poland-servicenow-developer;pln;19800;22770
permanent;netzsch-instrumenty-full-stack-software-developer-net-m-f-d;;;
b2b;itds-cyberark-analyst-iam-pim;pln;24000;29000
b2b;yetiforce-sp-z-o-o-php-developer;pln;11000;16000
b2b;grupa-interia-pl-tester-automatyzujacy;;;
b2b;cyclad-jr-soc-analyst-with-english-or-french;pln;10000;13400
b2b;knowunity-software-engineer-search-m-f-x;;;
permanent;aotmit-analityk-duzych-zbiorow-danych;pln;4200;7000
b2b;daytrip-full-stack-engineer-react-react-native;eur;7000;10000
b2b;cyclad-sr-soc-analyst-with-english-or-french;pln;30000;33600
b2b;cyclad-senior-frontend-developer;pln;28800;32000
b2b;kmd-poland-devops-engineer-279d7100-0aed-49c7-b631-dbc8addfadb9;;;
permanent;vanitystyle-sp-z-o-o-product-owner-it-1f19ca42-e416-4ed4-a426-3127447e121c;pln;13000;19000
b2b;vanitystyle-sp-z-o-o-product-owner-it-1f19ca42-e416-4ed4-a426-3127447e121c;pln;13000;19000
permanent;raiffeisen-bank-international-ag-e-commerce-application-administrator;pln;13000;15000
permanent;playtika-qa-automation-engineer-warszawa;;;
permanent;playtika-team-leader-project-manager-97aaf1df-8b89-42d2-bf1c-bcaf26e30e2b;;;
permanent;appfire-technical-team-leader-a7bdf098-2c9a-4928-9370-2a9f323b0cf1;pln;28000;33000
b2b;bold-pl-lead-software-quality-assurance;pln;20400;24000
permanent;bold-pl-lead-software-quality-assurance;pln;17000;20000
b2b;divante-react-js-developer-95c3a526-15dc-4094-ad72-639fe3105ee5;pln;11400;22700
permanent;divante-react-js-developer-95c3a526-15dc-4094-ad72-639fe3105ee5;pln;9400;18700
b2b;xopero-software-software-quality-engineer-poznan;pln;8000;12000
b2b;devsdata-llc-fullstack-developer-iam-experience;pln;28000;35000
permanent;grupa-kan-ifs-developer-06315cdc-9e99-4f45-be99-00115977563d;;;
b2b;natek-business-analyst-senior;pln;21000;26000
permanent;natek-business-analyst-senior;pln;15000;18500
b2b;valtech-remote-platform-engineer-sre-engineer;eur;4500;6000
b2b;profitroom-junior-web-support-specialist-poznan;;;
permanent;profitroom-junior-web-support-specialist-poznan;;;
permanent;ochk-full-stack-developer-warszawa;pln;13000;16000
b2b;ochk-full-stack-developer-warszawa;pln;13000;16000
permanent;ochk-full-stack-developer-9063b3f1-523e-4234-bec4-31278e20403f;pln;13000;16000
b2b;ochk-full-stack-developer-9063b3f1-523e-4234-bec4-31278e20403f;pln;13000;16000
permanent;ochk-soc-operator-ee9cf8de-d4f3-4ad4-a000-d917148a7d41;pln;6000;8000
permanent;bayer-sp-z-o-o-group-product-manager-digital-manufact;pln;30000;42000
permanent;epiq-data-analyst-wroclaw;pln;5500;9500
b2b;prowly-com-ruby-developer-wroclaw;pln;17000;30000
permanent;ochk-soc-operator-warszawa;pln;6000;8000
b2b;scaleworks-java-developer;pln;15000;19000
permanent;scaleworks-java-developer;pln;12500;15000
permanent;ochk-it-operator-66c538a5-881d-4f40-8c9c-c6d702edad0d;pln;6000;8000
b2b;ochk-it-operator-66c538a5-881d-4f40-8c9c-c6d702edad0d;pln;6000;8000
b2b;waynet-ecommerce-business-analyst;pln;11000;14000
b2b;ochk-full-stack-developer;pln;13000;16000
permanent;ochk-full-stack-developer;pln;13000;16000
b2b;skillspark-enterprise-solution-architect;;;
permanent;epiq-data-analyst;pln;5500;9500
b2b;goodylabs-product-design-team-leader-ux-ui;pln;15000;22000
b2b;performance-media-junior-devops-engineer-19178c76-849c-4b87-9399-74efeeb617bc;;;
permanent;performance-media-junior-devops-engineer-19178c76-849c-4b87-9399-74efeeb617bc;;;
permanent;uniwersytet-wsb-merito-we-wroclawiu-administrator-systemow-it;;;
b2b;itera-senior-fullstack-developer;eur;5000;6200
permanent;allegro-senior-data-analyst-allegro-pay;;;
b2b;serpapi-llc-creative-director;usd;5000;7000
permanent;exatel-s-a-pentester-8385547d-a44a-43ab-b741-23f979953329;;;
b2b;t-mobile-polska-s-a-specjalista-tka-ds-operacji-systemow-it-warszawa;;;
